"Name","Live Bytes","Live Objects"
"com.intellij.openapi.wm.impl.status.ToggleReadOnlyAttributePanel","16 B (0%)","1 (0%)"
"java.awt.DefaultKeyboardFocusManager$1","16 B (0%)","1 (0%)"
"sun.security.ssl.PreSharedKeyExtension$SHPreSharedKeyAbsence","16 B (0%)","1 (0%)"
"com.intellij.ide.actions.QuickSwitchSchemeAction$$Lambda$718.0x00000001008e8040","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.analysis.XmlNsPrefixAnnotator","16 B (0%)","1 (0%)"
"com.jetbrains.python.profiler.ProfilerExecutor$Companion","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.template.emmet.actions.GoToEditPointAction$Forward$1","16 B (0%)","1 (0%)"
"com.intellij.ide.browsers.impl.WebBrowserServiceImpl$Companion","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ChangesViewManager$ChangesViewToolWindowPanel$$Lambda$2177.0x0000000101547440","16 B (0%)","1 (0%)"
"org.intellij.markdown.parser.markerblocks.providers.AtxHeaderProvider$Companion","16 B (0%)","1 (0%)"
"org.owasp.html.HtmlStreamEventProcessor$Processors$1","16 B (0%)","1 (0%)"
"com.intellij.application.options.editor.EditorSmartKeysOptionsTopHitProvider$getOptions$2$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.impl.FileEditorProviderManagerImpl","16 B (0%)","1 (0%)"
"com.intellij.openapi.progress.impl.ProgressManagerImpl$$Lambda$302.0x000000010050f040","16 B (0%)","1 (0%)"
"org.apache.batik.anim.dom.SVGDOMImplementation$AltGlyphDefElementFactory","16 B (0%)","1 (0%)"
"com.intellij.sql.dialects.h2.H2ParserDefinition","16 B (0%)","1 (0%)"
"javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$404.0x00000001005d8440","16 B (0%)","1 (0%)"
"com.intellij.lang.findUsages.EmptyFindUsagesProvider","16 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.ProjectViewState$Companion","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.IndexableFilesFilter[]","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument$1","16 B (0%)","1 (0%)"
"sun.security.ssl.CookieExtension$HRRCookieConsumer","16 B (0%)","1 (0%)"
"com.intellij.openapi.progress.impl.CoreProgressManager$$Lambda$306.0x000000010050e040","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ui.ChangesListView$$Lambda$2282.0x00000001015c3c40","16 B (0%)","1 (0%)"
"com.intellij.psi.search.ProjectScope$$Lambda$1481.0x000000010107cc40","16 B (0%)","1 (0%)"
"com.intellij.refactoring.rename.RenameUsagesCollector$Companion$scopeType$1","16 B (0%)","1 (0%)"
"sun.security.ssl.KeyUpdate$KeyUpdateKickstartProducer","16 B (0%)","1 (0%)"
"org.apache.batik.anim.dom.SVGDOMImplementation$UseElementFactory","16 B (0%)","1 (0%)"
"org.intellij.images.fileTypes.ImageDocumentationProvider","16 B (0%)","1 (0%)"
"com.intellij.credentialStore.kdbx.KeePassDatabase$secureStringCipher$1","16 B (0%)","1 (0%)"
"javax.management.NotificationBroadcasterSupport$1","16 B (0%)","1 (0%)"
"sun.net.www.protocol.http.AuthCacheImpl","16 B (0%)","1 (0%)"
"com.intellij.psi.css.index.CssTodoIndexer","16 B (0%)","1 (0%)"
"java.awt.event.KeyEvent$1","16 B (0%)","1 (0%)"
"com.intellij.tasks.youtrack.lang.YouTrackParserDefinition","16 B (0%)","1 (0%)"
"com.intellij.grazie.speller.utils.spitter.CamelCaseSplitter","16 B (0%)","1 (0%)"
"sun.security.ssl.PreSharedKeyExtension$CHPreSharedKeyOnLoadAbsence","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.source.resolve.reference.impl.providers.PsiFileReferenceHelper","16 B (0%)","1 (0%)"
"com.jetbrains.python.psi.PyUtil$$Lambda$3093.0x0000000101b67440","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.intentions.JSCreateSetterIntention","16 B (0%)","1 (0%)"
"com.jetbrains.python.run.PythonConfigurationType","16 B (0%)","1 (0%)"
"org.apache.batik.anim.dom.SVGDOMImplementation$LineElementFactory","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.TextStartWithSelectionAction$Handler","16 B (0%)","1 (0%)"
"com.intellij.database.model.diff.SchemaDiffTool","16 B (0%)","1 (0%)"
"com.intellij.microservices.mime.MimeTypeReferenceInjector","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$EnumEntry$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.status.widget.StatusBarWidgetsManager$2","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.status.widget.StatusBarWidgetsManager$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.AddCaretPerSelectedLineAction$Handler","16 B (0%)","1 (0%)"
"org.intellij.plugins.markdown.ui.preview.MarkdownCodeFencePluginCache$$Lambda$3414.0x0000000100120040","16 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.IdeKeyEventDispatcher$1$$Lambda$3519.0x0000000101bf7440","16 B (0%)","1 (0%)"
"com.jetbrains.python.codeInsight.PySmartKeysOptions$$Lambda$782.0x0000000100a07440","16 B (0%)","1 (0%)"
"com.jetbrains.python.templateLanguages.PyTemplateRootIconProvider","16 B (0%)","1 (0%)"
"com.intellij.psi.css.actions.ExtractInlineCssAction","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.search.PsiTodoSearchHelperImpl","16 B (0%)","1 (0%)"
"com.jetbrains.python.debugger.render.PyNodeRendererManager","16 B (0%)","1 (0%)"
"com.intellij.javascript.jest.JestUtil$$Lambda$2380.0x0000000101696840","16 B (0%)","1 (0%)"
"com.intellij.database.vfs.DatabaseElementFileType","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.roots.IndexableFilesIterationMethods","16 B (0%)","1 (0%)"
"com.intellij.execution.filters.Filter$ResultItem$$Lambda$3466.0x0000000100d54440","16 B (0%)","1 (0%)"
"org.jetbrains.idea.svn.difftool.SvnTreeConflictDiffRequestProvider$SvnTreeConflictDiffTool","16 B (0%)","1 (0%)"
"java.time.format.DateTimeTextProvider$1","16 B (0%)","1 (0%)"
"com.intellij.ide.actions.PowerSaveModeNotifier","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonCodeAnalyzerImpl$$Lambda$2705.0x00000001017fd840","16 B (0%)","1 (0%)"
"com.jetbrains.plugins.webDeployment.actions.PublishedFileBrowserUrlProvider","16 B (0%)","1 (0%)"
"com.jetbrains.python.debugger.concurrency.PyConcurrencyDebugRunner","16 B (0%)","1 (0%)"
"com.intellij.ui.svg.MyTranscoder$Companion$iconMaxSize$2","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.github.pullrequest.ui.SimpleEventListener$Companion","16 B (0%)","1 (0%)"
"com.intellij.find.ngrams.TrigramIndex","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.update.RestoreUpdateTree$MyStartUpActivity","16 B (0%)","1 (0%)"
"org.intellij.markdown.parser.sequentialparsers.impl.LinkParserUtil$Companion","16 B (0%)","1 (0%)"
"kotlinx.coroutines.internal.ThreadContextKt$restoreState$1","16 B (0%)","1 (0%)"
"com.intellij.pom.wrappers.PsiEventWrapperAspect","16 B (0%)","1 (0%)"
"com.intellij.execution.dashboard.tree.RunDashboardStatusFilter","16 B (0%)","1 (0%)"
"com.intellij.vcs.log.impl.VcsProjectLog$$Lambda$2486.0x0000000101720040","16 B (0%)","1 (0%)"
"com.intellij.psi.stubs.StubUpdatingIndex$$Lambda$397.0x00000001005cbc40","16 B (0%)","1 (0%)"
"com.jetbrains.python.PyElementTypes$$Lambda$1332.0x0000000100fdbc40","16 B (0%)","1 (0%)"
"com.intellij.execution.ExecutionManager$Companion","16 B (0%)","1 (0%)"
"com.intellij.vcs.log.data.VcsLogStorageImpl$EmptyLogStorage","16 B (0%)","1 (0%)"
"net.jpountz.util.Utils[]","16 B (0%)","1 (0%)"
"org.apache.batik.anim.dom.SVGDOMImplementation$PolygonElementFactory","16 B (0%)","1 (0%)"
"com.jetbrains.cython.psi.elementTypes.CythonElementTypes$$Lambda$1395.0x0000000101004840","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$MyTodoListener","16 B (0%)","1 (0%)"
"com.intellij.codeInspection.ex.InspectionToolWrapper[]","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.index.JSIndexedRootProvider$$Lambda$2409.0x00000001016b6c40","16 B (0%)","1 (0%)"
"org.apache.batik.css.engine.value.svg.ShapeRenderingManager","16 B (0%)","1 (0%)"
"java.util.function.Function$$Lambda$44.0x00000001000eec40","16 B (0%)","1 (0%)"
"com.intellij.application.options.editor.CheckboxDescriptor$asUiOptionDescriptor$1","16 B (0%)","1 (0%)"
"com.intellij.lang.puppet.psi.PuppetParserDefinition","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.FileStatusManagerImpl$$Lambda$925.0x0000000100bee840","16 B (0%)","1 (0%)"
"com.intellij.codeInspection.XmlInspectionSuppressor","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.TrafficLightRendererContributor[]","16 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.conditional.JSReplaceConditionalWithIfIntention$$Lambda$3498.0x0000000101e15840","16 B (0%)","1 (0%)"
"com.intellij.psi.formatter.StaticSymbolWhiteSpaceDefinitionStrategy","16 B (0%)","1 (0%)"
"kotlinx.coroutines.ExecutorCoroutineDispatcher$Key$1","16 B (0%)","1 (0%)"
"com.intellij.lang.typescript.intentions.TypeScriptAddEnumStringValuesIntention","16 B (0%)","1 (0%)"
"com.intellij.ide.Prefs$$Lambda$114.0x00000001001e6c40","16 B (0%)","1 (0%)"
"com.intellij.ide.GeneratedSourceFileChangeTrackerImpl$MyProjectManagerListener","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$57.0x00000001000ea840","16 B (0%)","1 (0%)"
"com.intellij.openapi.util.io.FileUtil$$Lambda$744.0x0000000100953040","16 B (0%)","1 (0%)"
"com.intellij.ide.plugins.PluginLoadingResult$$Lambda$193.0x0000000100307440","16 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.switchtoif.JSReplaceIfWithSwitchIntention$IfToSwitchPredicate","16 B (0%)","1 (0%)"
"org.apache.batik.anim.dom.SVGDOMImplementation$FeFuncRElementFactory","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.DesktopLayout$Companion","16 B (0%)","1 (0%)"
"com.intellij.psi.IntentionFilterOwnerActionFilter","16 B (0%)","1 (0%)"
"sun.security.ssl.ECDHKeyExchange$ECDHKAGenerator","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.colors.impl.EditorColorsManagerImpl$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.FrameInfoHelper$Companion","16 B (0%)","1 (0%)"
"org.intellij.plugins.markdown.ui.preview.jcef.MarkdownJCEFHtmlPanel$$Lambda$1577.0x00000001011f2c40","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$$Lambda$964.0x0000000100c43040","16 B (0%)","1 (0%)"
"com.jetbrains.python.codeInsight.PySmartKeysOptions$$Lambda$778.0x0000000100a00440","16 B (0%)","1 (0%)"
"org.editorconfig.language.codeinsight.findusages.EditorConfigFindUsagesProvider","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.github.pullrequest.action.GHPRReloadCommentsAction$1","16 B (0%)","1 (0%)"
"com.intellij.ide.ui.AppearanceConfigurableKt$cdShowToolWindowBars$2","16 B (0%)","1 (0%)"
"com.intellij.ide.ui.AppearanceConfigurableKt$cdShowToolWindowBars$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.LineEndAction$Handler","16 B (0%)","1 (0%)"
"com.intellij.openapi.project.impl.ProjectManagerImpl$1","16 B (0%)","1 (0%)"
"org.intellij.plugins.markdown.settings.MarkdownApplicationSettings","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.folding.impl.PsiNamesElementSignatureProvider","16 B (0%)","1 (0%)"
"java.lang.ModuleLayer$$Lambda$3345.0x0000000100a37840","16 B (0%)","1 (0%)"
"sun.security.ssl.SignatureAlgorithmsExtension$CRSignatureSchemesConsumer","16 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.string.JSDoubleToSingleQuotedStringIntention$DoubleToSingleQuotedStringPredicate","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.frameworks.amd.JSAmdRequirePathIndex","16 B (0%)","1 (0%)"
"javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$175.0x0000000100303440","16 B (0%)","1 (0%)"
"org.intellij.markdown.ast.impl.ListCompositeNode$Companion","16 B (0%)","1 (0%)"
"com.intellij.lang.typescript.tsconfig.graph.TypeScriptConfigGraphCache$$Lambda$2474.0x00000001016fb040","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.snapshot.IndexImporterMappingIndex$$Lambda$515.0x0000000100691040","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.template.impl.DefaultLiveTemplatesProvider[]","16 B (0%)","1 (0%)"
"org.apache.batik.ext.awt.TranscodingHintKey","16 B (0%)","1 (0%)"
"org.apache.batik.anim.dom.SVGDOMImplementation$ViewElementFactory","16 B (0%)","1 (0%)"
"com.intellij.ide.ui.SystemOptionsTopHitProvider","16 B (0%)","1 (0%)"
"com.jetbrains.clones.configuration.GlobalSettings","16 B (0%)","1 (0%)"
"org.intellij.plugins.relaxNG.validation.RngSchemaValidator","16 B (0%)","1 (0%)"
"com.intellij.lang.typescript.library.TypeScriptCustomServiceLibrariesRootsProvider","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.stubs.ES6ExportedMembersByKindIndex","16 B (0%)","1 (0%)"
"org.apache.batik.anim.dom.SVGDOMImplementation$MissingGlyphElementFactory","16 B (0%)","1 (0%)"
"java.util.zip.ZipFile$$Lambda$21.0x00000001000b1840","16 B (0%)","1 (0%)"
"com.jetbrains.python.sdk.flavors.CondaEnvSdkFlavor","16 B (0%)","1 (0%)"
"com.intellij.lang.typescript.settings.exclude.TypeScriptGeneratedFilesListener","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.UnselectWordAtCaretAction$Handler","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.MoveUpWithSelectionAndScrollAction$Handler","16 B (0%)","1 (0%)"
"com.intellij.configurationStore.StoreReloadManagerImpl$changedFilesAlarm$1","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.terminal.TerminalToolWindowPanel$1","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.types.TypeSubstitution$Companion","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.source.resolve.reference.impl.providers.CustomizableReferenceProvider$CustomizationKey","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.terminal.ShellTerminalWidget$$Lambda$3080.0x0000000101b3c440","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$2$$Lambda$3390.0x0000000100d52c40","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.checkin.RearrangeBeforeCheckinHandler$Companion","16 B (0%)","1 (0%)"
"com.intellij.sql.SqlRoutineIndex$Companion","16 B (0%)","1 (0%)"
"org.apache.batik.css.engine.value.svg.ColorInterpolationFiltersManager","16 B (0%)","1 (0%)"
"com.intellij.terminal.JBTerminalSchemeColorPalette","16 B (0%)","1 (0%)"
"org.apache.batik.dom.AbstractNode$1","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$322.0x0000000100530c40","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateRequest$T13CertificateRequestConsumer","16 B (0%)","1 (0%)"
"com.intellij.lang.puppet.ide.navigation.plugins.ruby.RubyTypeIndexer","16 B (0%)","1 (0%)"
"com.intellij.ide.scratch.ScratchFileServiceImpl$IndexSetContributor","16 B (0%)","1 (0%)"
"com.jetbrains.python.sdk.PythonSdkType","16 B (0%)","1 (0%)"
"com.jetbrains.python.codeInsight.typing.PyStubPackagesAdvertiser$Companion","16 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.ProjectViewImpl$Action$FlattenPackages$$Lambda$1147.0x0000000100dd1440","16 B (0%)","1 (0%)"
"sun.security.ssl.ECDHKeyExchange$ECDHEKAGenerator","16 B (0%)","1 (0%)"
"sun.security.ssl.ECPointFormatsExtension$CHECPointFormatsConsumer","16 B (0%)","1 (0%)"
"com.intellij.ui.tabs.impl.ActionPanel$$Lambda$1494.0x00000001010b8c40","16 B (0%)","1 (0%)"
"com.intellij.sql.dialects.db2.zos.Db2ZOSParserDefinition","16 B (0%)","1 (0%)"
"com.jetbrains.python.highlighting.PySyntaxHighlighterFactory$$Lambda$1471.0x000000010107fc40","16 B (0%)","1 (0%)"
"java.lang.reflect.Proxy$$Lambda$15.0x00000001000b0040","16 B (0%)","1 (0%)"
"sun.font.SunFontManager$TTFilter","16 B (0%)","1 (0%)"
"com.intellij.util.messages.impl.MessageBusImpl$$Lambda$617.0x0000000100788040","16 B (0%)","1 (0%)"
"com.intellij.util.io.storage.CapacityAllocationPolicy$4","16 B (0%)","1 (0%)"
"com.intellij.util.io.storage.CapacityAllocationPolicy$3","16 B (0%)","1 (0%)"
"com.intellij.util.io.storage.CapacityAllocationPolicy$2","16 B (0%)","1 (0%)"
"com.intellij.util.io.storage.CapacityAllocationPolicy$1","16 B (0%)","1 (0%)"
"javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$176.0x0000000100303840","16 B (0%)","1 (0%)"
"sun.management.ClassLoadingImpl","16 B (0%)","1 (0%)"
"com.intellij.ws.http.request.findUsages.HttpRequestFindUsagesProvider","16 B (0%)","1 (0%)"
"com.intellij.util.ui.MouseEventHandler$1","16 B (0%)","1 (0%)"
"java.lang.reflect.Proxy$ProxyBuilder$$Lambda$17.0x00000001000b0840","16 B (0%)","1 (0%)"
"com.jetbrains.python.psi.stubs.PyModuleNameIndex","16 B (0%)","1 (0%)"
"com.jetbrains.python.PyElementTypes$$Lambda$1352.0x0000000100ff9c40","16 B (0%)","1 (0%)"
"sun.security.ssl.RenegoInfoExtension$RenegotiationInfoStringizer","16 B (0%)","1 (0%)"
"org.jetbrains.jps.model.fileTypes.impl.FileNameMatcherFactoryImpl","16 B (0%)","1 (0%)"
"com.jetbrains.python.PyElementTypes$$Lambda$1383.0x0000000101001840","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.impl.http.DefaultRemoteContentProvider","16 B (0%)","1 (0%)"
"com.intellij.ide.impl.DataManagerImpl$NullResult","16 B (0%)","1 (0%)"
"java.lang.System$LoggerFinder$$Lambda$119.0x00000001001e5040","16 B (0%)","1 (0%)"
"java.lang.StringCoding$1","16 B (0%)","1 (0%)"
"com.jetbrains.python.psi.PyClass[]","16 B (0%)","1 (0%)"
"java.awt.event.InputEvent$1","16 B (0%)","1 (0%)"
"javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$403.0x00000001005d8040","16 B (0%)","1 (0%)"
"sun.security.ssl.KeyShareExtension$CHKeyShareStringizer","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$3394.0x00000001002e6840","16 B (0%)","1 (0%)"
"com.intellij.openapi.paths.WebReferenceDocumentationProvider","16 B (0%)","1 (0%)"
"org.apache.batik.anim.dom.SVGDOMImplementation$FeConvolveMatrixElementFactory","16 B (0%)","1 (0%)"
"sun.util.cldr.CLDRBaseLocaleDataMetaInfo","16 B (0%)","1 (0%)"
"com.intellij.lang.customFolding.NetBeansCustomFoldingProvider","16 B (0%)","1 (0%)"
"com.intellij.refactoring.rename.inplace.SelectVirtualTemplateElement$Handler","16 B (0%)","1 (0%)"
"com.intellij.vcs.log.util.PersistentUtil","16 B (0%)","1 (0%)"
"com.jetbrains.web2py.templates.parser.Web2PyASTFactory","16 B (0%)","1 (0%)"
"org.intellij.plugins.markdown.ui.preview.MarkdownHtmlPanelProvider$AvailabilityInfo$2","16 B (0%)","1 (0%)"
"org.intellij.plugins.markdown.ui.preview.MarkdownHtmlPanelProvider$AvailabilityInfo$1","16 B (0%)","1 (0%)"
"com.intellij.ui.tabs.impl.JBTabsImpl$Toolbar$$Lambda$1491.0x00000001010b8040","16 B (0%)","1 (0%)"
"com.intellij.application.options.editor.BaseCodeFoldingOptionsProvider$$Lambda$799.0x0000000100a02840","16 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.FileEditorState$$Lambda$1231.0x0000000100f27840","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.diagnostic.IndexDiagnosticDumper$jacksonMapper$2","16 B (0%)","1 (0%)"
"com.intellij.tasks.trello.TrelloRepositoryType","16 B (0%)","1 (0%)"
"sun.security.ssl.Finished$T12VerifyDataGenerator","16 B (0%)","1 (0%)"
"javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$377.0x00000001005c9840","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$Control","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.folding.impl.actions.ExpandAllRegionsAction$1","16 B (0%)","1 (0%)"
"sun.security.ssl.Finished$T13FinishedProducer","16 B (0%)","1 (0%)"
"javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$429.0x00000001005df440","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.EditorMouseHoverPopupManager$MyActionListener","16 B (0%)","1 (0%)"
"javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$380.0x00000001005ca440","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.FocusManagerImpl$$Lambda$289.0x000000010047b040","16 B (0%)","1 (0%)"
"com.intellij.ide.bookmarks.BookmarkManager$$Lambda$3240.0x0000000101cb8c40","16 B (0%)","1 (0%)"
"org.intellij.plugins.markdown.ui.preview.jcef.MarkdownJCEFHtmlPanel$$Lambda$1579.0x00000001011f7c40","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.FileBasedIndexDataInitialization$$Lambda$365.0x0000000100572c40","16 B (0%)","1 (0%)"
"com.jetbrains.a.b.a.a.d.z[]","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.library.yarn.YarnPnpManager$YarnPnpFileListener","16 B (0%)","1 (0%)"
"com.intellij.refactoring.suggested.SuggestedRefactoringAvailabilityIndicator$Companion","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.VcsFileStatusProvider$$Lambda$924.0x0000000100bef440","16 B (0%)","1 (0%)"
"com.intellij.serviceContainer.ConstructorParameterResolver","16 B (0%)","1 (0%)"
"org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator","16 B (0%)","1 (0%)"
"org.apache.batik.css.engine.value.svg.PointerEventsManager","16 B (0%)","1 (0%)"
"org.intellij.markdown.parser.sequentialparsers.LexerBasedTokensCache$Companion","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.terminal.TerminalOptionsProvider$Companion","16 B (0%)","1 (0%)"
"com.intellij.diff.actions.impl.DiffNavigatableArrayRule","16 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.breakpoints.XLineBreakpointManager$MyDocumentListener","16 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.AbstractProjectViewPane$$Lambda$3524.0x0000000101bf3840","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.folding.impl.actions.ExpandRegionRecursivelyAction$1","16 B (0%)","1 (0%)"
"com.jetbrains.python.PyElementTypes$$Lambda$1376.0x0000000100fffc40","16 B (0%)","1 (0%)"
"org.angular2.index.Angular2MetadataNodeModuleIndex","16 B (0%)","1 (0%)"
"io.netty.util.concurrent.AbstractScheduledEventExecutor$2","16 B (0%)","1 (0%)"
"com.jetbrains.python.psi.impl.PyStringLiteralExpressionImpl$$Lambda$1606.0x0000000101235040","16 B (0%)","1 (0%)"
"io.netty.util.concurrent.AbstractScheduledEventExecutor$1","16 B (0%)","1 (0%)"
"com.intellij.ide.util.treeView.TreeState$$Lambda$2384.0x0000000101695040","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$35.0x00000001000b2c40","16 B (0%)","1 (0%)"
"com.jetbrains.performancePlugin.lang.IJPerfParserDefinition","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.resolve.OverridingUtil$1","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.index.JSTodoIndexer","16 B (0%)","1 (0%)"
"com.intellij.ui.tabs.EditorTabColorProviderImpl","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateStatus$CertificateStatusConsumer","16 B (0%)","1 (0%)"
"com.intellij.database.dataSource.DatabaseDriverManagerImpl$$Lambda$2951.0x0000000101a5e440","16 B (0%)","1 (0%)"
"kotlinx.coroutines.NonDisposableHandle","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.WholeFileLocalInspectionsPassFactory$1","16 B (0%)","1 (0%)"
"com.intellij.psi.PsiReferenceProviderBean$$Lambda$2838.0x0000000101974840","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.toolbar.floating.FloatingToolbarComponent$Companion","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.LocalInspectionsPassFactory","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.file.impl.FileManagerImpl$$Lambda$2475.0x00000001016fb440","16 B (0%)","1 (0%)"
"com.intellij.util.io.keyStorage.AppendableStorageBackedByResizableMappedFile$4","16 B (0%)","1 (0%)"
"javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$160.0x00000001002e9040","16 B (0%)","1 (0%)"
"org.editorconfig.language.codeinsight.actions.intention.EditorConfigInvertValueIntention","16 B (0%)","1 (0%)"
"com.intellij.psi.stubs.StubProcessingHelper","16 B (0%)","1 (0%)"
"com.intellij.ide.b.k.t","16 B (0%)","1 (0%)"
"git4idea.config.GitExecutableProblemsNotifier","16 B (0%)","1 (0%)"
"org.apache.batik.ext.awt.BufferedImageHintKey","16 B (0%)","1 (0%)"
"com.intellij.ide.b.k.R","16 B (0%)","1 (0%)"
"com.intellij.workspaceModel.ide.impl.legacyBridge.module.ModuleManagerComponentBridge$MyProjectServiceContainerInitializedListener","16 B (0%)","1 (0%)"
"com.google.gson.internal.ConstructorConstructor$8","16 B (0%)","1 (0%)"
"com.intellij.ide.b.k.B","16 B (0%)","1 (0%)"
"org.intellij.markdown.html.HtmlGenerator$Companion","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.library.typings.TypeScriptExternalDefinitionsRootsProvider$Companion","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.sass.projectView.SassScssNestingRulesProvider","16 B (0%)","1 (0%)"
"com.intellij.openapi.ui.impl.DialogWrapperPeerImpl$MyDialog$MyWindowListener$$Lambda$3004.0x0000000101a9d840","16 B (0%)","1 (0%)"
"com.intellij.execution.configurations.PathConverter","16 B (0%)","1 (0%)"
"javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$376.0x00000001005c9440","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.actions.MoveChangesToAnotherListAction$Companion","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$PackageFragment$1","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.metadata.deserialization.BinaryVersion$Companion","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.VirtualFileVisitor$Option$LimitOption","16 B (0%)","1 (0%)"
